X,Pitch_0.0,Pitch_-0.1,Pitch_-0.2,Pitch_-0.3,Pitch_-0.4,Pitch_-0.5,Pitch_0.1,Pitch_0.2,Pitch_0.3,Pitch_0.4,Pitch_0.5
-42.31884058,0.00029402632881069093,0.00029396227388292344,0.0002937644242053569,0.0002934325832098814,0.0002929668380322092,0.0002923694241682187,0.000293956354654769,0.00029375258599657146,0.0002934152473661224,0.00029294403215585025,0.00029234078545816084
-41.739130435,0.00010897752852463524,0.000108965481920662,0.00010890326709164762,0.00010879074756219226,0.00010862799056813202,0.00010841577553538178,0.00010893927574072509,0.00010885089940320227,0.00010871241601397349,0.00010852377833893209,0.00010828571660488194
-41.15942029,3.0350094583390588e-05,3.0362864593496157e-05,3.0362727046911074e-05,3.0349592213278254e-05,3.032353791504036e-05,3.0284684284541374e-05,3.0324378969058608e-05,3.0285770619558697e-05,3.0234348975844704e-05,3.017011522676298e-05,3.0093218736776028e-05
-40.579710145,0.0002158714181063686,0.00021583585979380833,0.0002157062910140478,0.00021548255829142686,0.000215164870175804,0.00021475472375969722,0.00021581291730859894,0.00021566021112095037,0.00021541397891106835,0.00021507380977409783,0.0002146407428669138
-40.0,0.0007776776862637562,0.000777482113318227,0.0007769409476419895,0.0007760537735359527,0.0007748211389582847,0.0007732488629656236,0.0007775274171764633,0.0007770308794200739,0.0007761900513262712,0.0007750034758163882,0.000773475254080745
-39.420289855,0.001715738297044381,0.001715258172328039,0.0017140089066299247,0.0017119895996541054,0.0017092013872536593,0.0017056574059110265,0.0017154486056465315,0.0017143883175673637,0.0017125613500723724,0.0017099645704844097,0.0017066073752045113
-38.84057971,0.002884776685163479,0.0028839123369543327,0.002881748171577111,0.0028782826608950507,0.0028735177293145965,0.0028674757431598518,0.002884339938994235,0.002882600911723759,0.002879565773376054,0.0028752293191382523,0.0028696076753849057
-38.260869565,0.004019676291215071,0.0040183895898478,0.004015285390119446,0.004010361571248905,0.00400362090152974,0.00399509485127817,0.004019143568286473,0.004016789815747616,0.004012623238269387,0.004006636585906349,0.003998852619879907
-37.68115942,0.004819972729435899,0.004818307901880417,0.004814458010284637,0.004808420596054917,0.004800199125104454,0.004789831690684939,0.004819450047745089,0.004816737866230036,0.004811845647668704,0.004804764609230197,0.004795522273791062
-37.101449275,0.0050638488635739096,0.0050619276488779496,0.0050577059292156445,0.0050511813296699294,0.005042357673865606,0.005031275416326259,0.005063466887597064,0.005060779430309341,0.005055796064901615,0.005048507364458914,0.0050389423918533235
-36.52173913,0.004701911448218787,0.004699902993852571,0.004695754454322421,0.004689463986382991,0.004681035328726259,0.0046705065631920915,0.004701777234486591,0.00469949788715158,0.004695081930105002,0.0046885203077946845,0.004679840048612642
-35.942028986,0.0038839496198295733,0.0038820262864508134,0.0038783319453326703,0.0038728655786869643,0.0038656304367680056,0.003856658556429503,0.003884099752652176,0.0038824741962536456,0.00387907963706871,0.003873908229520745,0.0038669822302120063
-35.362318841,0.002899587466193599,0.00289788379692034,0.0028948554286424466,0.0028905021712144845,0.00288482655586071,0.0028778530706215634,0.002899964766732072,0.0028990133435716943,0.0028967378692783177,0.002893132157217037,0.002888212638656158
-34.782608696,0.002054460099654192,0.002053050414376968,0.002050700254806903,0.00204740995340859,0.0020431813351821865,0.0020380321572785512,0.0020549281200246973,0.0020544523925930215,0.0020530359982569354,0.0020506744101010258,0.0020473790071826297
-34.202898551,0.0015377889301091624,0.0015366898489793536,0.0015348857283047541,0.0015323769287587082,0.0015291647884087436,0.001525262633742532,0.0015381820909208589,0.0015378676177130435,0.0015368477563895743,0.0015351193199471373,0.0015326905766115827
-33.623188406,0.0013471596513454942,0.0013463515177855995,0.0013449254614133967,0.0013428814024292462,0.001340220496140181,0.0013369539923222965,0.0013473491067424632,0.0013469185818168622,0.0013458701865490881,0.00134420165705723,0.0013419201438156765
-33.043478261,0.0013133191265385714,0.0013127709232530213,0.0013116202628629672,0.0013098663987213643,0.0013075105341109929,0.0013045630072894808,0.0013132641516727555,0.001312605091836975,0.0013113442397123995,0.0013094799471875976,0.0013070192869647868
-32.463768116,0.0012177120109601865,0.0012173935781262426,0.0012165160323470143,0.0012150780731990016,0.0012130809971350217,0.001210533852322237,0.0012174706813623847,0.0012166690117321624,0.0012153093428378993,0.0012133905105790614,0.001210919259637003
-31.884057971,0.0009406718303926809,0.0009405466845352665,0.0009399885444396189,0.0009389959284400406,0.0009375700853753717,0.0009357176006081924,0.00094036350848253,0.0009396213760860442,0.0009384474519401074,0.0009368409956288154,0.0009348074174146899
-31.304347826,0.000551341610043569,0.0005513487471478143,0.0005511008729159209,0.0005505967392423933,0.0005498373229167529,0.0005488261868856862,0.0005510792150329958,0.0005505613612920724,0.0005497895105496695,0.0005487631783745194,0.0005474857557370974
-30.724637681,0.00027565266097951926,0.0002756966393965858,0.0002756129686219043,0.0002754008412495241,0.00027506081181199413,0.0002745945973721606,0.00027548089619261603,0.00027518123145741654,0.00027475476092091996,0.0002742008667481398,0.00027352148330499453
-30.144927536,0.0003499362460288689,0.00034990267892716343,0.0003497104734483464,0.0003493591397045117,0.00034884884421333316,0.0003481823543116363,0.0003498108557946129,0.0003495264830129041,0.00034908446356773915,0.00034848351782465454,0.00034772603085162645
-29.565217391,0.000844552918676726,0.0008443502475529438,0.0008437668274096049,0.0008428021066246509,0.0008414560819421499,0.0008397358322179161,0.0008443739925352174,0.0008438135934408822,0.000842873984445569,0.0008415528296403256,0.0008398553011000993
-28.985507246,0.001572947136157479,0.0015725546142036394,0.0015714519400667271,0.0015696381066477305,0.0015671132297654555,0.0015638903243184422,0.001572627925115562,0.001571597345625278,0.0015698588659624018,0.0015674091420704275,0.0015642574384182699
-28.405797101,0.0021603253518565346,0.002159815948851416,0.002158329382571764,0.0021558640510645558,0.002152420379242744,0.0021480159209969533,0.002159855382962684,0.0021584067114370263,0.0021559835743324234,0.002152582231946394,0.002148215231655834
-27.826086957,0.002251633940742066,0.002251149272138565,0.002249644265095876,0.0022471169628209466,0.002243568081925129,0.0022390155719140387,0.002251095867127284,0.002249535999649579,0.002246958317440295,0.002243359645826125,0.0022387529896108734
-27.246376812,0.0017451275315056016,0.0017448078638951541,0.001743695727564074,0.0017417893154300429,0.0017390894227843339,0.0017356096062870934,0.0017446527201616273,0.0017433844988175376,0.00174132553871852,0.001738474036793413,0.0017348400471901154
-26.666666667,0.0009038214460292805,0.0009037234860348602,0.0009032140246204357,0.000902291857588671,0.0009009575954177756,0.0008992178796682645,0.0009035067337725434,0.0009027802625369944,0.0009016430423788714,0.0009000947578046309,0.000898140601256631
-26.086956522,0.0002511861531486247,0.0002512362566466986,0.00025117255386428405,0.000250994510575768,0.00025070243248853375,0.00025029778486842754,0.0002510219463737713,0.00025074407793213797,0.00025035267683027706,0.00024984809694121547,0.00024923174902156053
-25.507246377,0.0002798912011570006,0.0002799094289014439,0.0002798050294618281,0.0002795776842656433,0.00027922753201528437,0.00027875649966015853,0.00027975047221164267,0.0002794869765852881,0.00027910167284834016,0.00027859411593492394,0.0002779658278040596
-24.927536232,0.0011289415663705649,0.0011287347251203838,0.0011280259673637695,0.001126814409583152,0.001125100365282282,0.0011228928401078484,0.0011286463061083885,0.001127847925179659,0.0011265500117412454,0.0011247499389967315,0.0011224540247657046
-24.347826087,0.0024347268483485575,0.002434204683384918,0.002432593954011408,0.002429892545604385,0.002426101293209718,0.0024212398314889237,0.002434159325558905,0.0024325005324383068,0.002429757492088211,0.002425924930394653,0.0024210165667842257
-23.768115942,0.00348564989562535,0.0034848950450929094,0.0034825783455102706,0.0034786963509080863,0.003473250525077342,0.003466268892248716,0.003484840685732387,0.0034824656481118534,0.0034785343757367726,0.0034730398221715147,0.003466001652653047
-23.188405797,0.0036316952824632025,0.0036309345620287926,0.003628545550148375,0.0036245240933650237,0.0036188720424654257,0.0036116183735543784,0.0036308248693390868,0.0036283217978153506,0.003624195927212684,0.00361844033247868,0.0036110754752462287
-22.608695652,0.0027200918890602542,0.0027195712966668604,0.0027178321587274677,0.0027148706984318587,0.002710688649540064,0.0027053073998669127,0.0027193913096904988,0.002717468580461428,0.0027143312361371497,0.0027099743938418055,0.0027044133183505587
-22.028985507,0.0012703613774129364,0.0012701906560844906,0.001269453264979629,0.0012681467577395074,0.0012662722584620405,0.0012638393647935611,0.00126996378555739,0.0012689975003742989,0.0012674663495506942,0.001265368295268357,0.0012627103989422649
-21.449275362,0.00022938737700907094,0.0002294508558483432,0.00022941466865689393,0.00022927796462716166,0.00022904106461700793,0.00022870531644058437,0.00022922382508907036,0.00022896019437514343,0.00022859736444656335,0.00022813524139648795,0.00022757506130252007
-20.869565217,0.00040430604253769147,0.0004043081346309236,0.00040412884080138025,0.00040376829750728626,0.0004032262514213137,0.0004025058750848421,0.0004041229890759231,0.00040375895396482894,0.0004032144828749239,0.0004024892293040159,0.0004015855166679758
-20.289855072,0.0019039504040030482,0.0019035856164797567,0.0019023605302455314,0.0019002751397806331,0.0018973291312183345,0.001893538384352231,0.0019034553468782317,0.0019021000475067573,0.0018998877071997055,0.0018968155086933828,0.0018928942937959559
-19.710144928,0.003966647368765798,0.003965800244246152,0.003963161237326114,0.0039587292489235955,0.003952504379190976,0.003944519803535985,0.0039657024032346885,0.003962964421011768,0.003958440784109197,0.003952125379365037,0.003944040585285849
-19.130434783,0.005351551533106547,0.005350397222066588,0.005346827210809875,0.005340839137464935,0.005332433652896297,0.005321655610144202,0.005350289122590467,0.005346608682837517,0.005340520667886903,0.005332016895507173,0.005321127254613637
-18.550724638,0.0051165166827011966,0.005115439481503639,0.005112055219444929,0.0051063609891033555,0.005098357719515728,0.005088088528321571,0.005115285433586395,0.005111744418953617,0.005105904067920807,0.005097756745955801,0.005087330632421336
-17.971014493,0.003311369667349347,0.0033107272751454653,0.0033085947258923525,0.003304969645148339,0.0032998527928093805,0.0032932724053096733,0.003310520811276903,0.003308179794038788,0.003304353787847074,0.003299038053600304,0.0032922503906388702
-17.391304348,0.0010932533810727014,0.001093124801713918,0.0010925065797843826,0.0010913974869780246,0.0010897978720088906,0.001087717284725233,0.0010928918495699122,0.0010920399173948308,0.0010907003983534518,0.0010888718359768602,0.0010865597939250697
-16.811594203,8.632510561046509e-05,8.641430934942176e-05,8.646307850408251e-05,8.647090586887553e-05,8.643796253324274e-05,8.63645814339467e-05,8.619526309672077e-05,8.602501462262615e-05,8.581485509430446e-05,8.556453415653481e-05,8.527477530460295e-05
-16.231884058,0.0013064228776813393,0.0013062108535035228,0.0013053978241686834,0.001303982697239095,0.0013019660850227591,0.0012993571079177274,0.0013060330947093084,0.0013050418705917266,0.0013034514791726568,0.0013012595360131325,0.0012984747888735875
-15.652173913,0.004338194649864845,0.0043372735162888,0.004334371064324052,0.004329484303157505,0.004322614860219233,0.0043137956919406546,0.004337132341551986,0.004334086605679708,0.004329064942671281,0.00432206053846907,0.004313100124611918
-15.072463768,0.007400943156229695,0.007399324474483936,0.007394332547287465,0.007385962208286981,0.007374216137980759,0.007359152068954172,0.007399185228474173,0.007394050039038579,0.007385550491097698,0.007373675993334722,0.007358470599474272
-14.492753623,0.008420178057663553,0.00841834786553061,0.008412681478105056,0.00840317275306592,0.008389824744321393,0.008372704116700736,0.008418168487706353,0.008412317878052435,0.008402640873967058,0.008389126677073049,0.008371824116684093
-13.913043478,0.0065117777412164205,0.006510412023889265,0.006506076992274932,0.0064987675719627574,0.00648848614788739,0.006475284933830334,0.006510171743365312,0.006505592545129523,0.006498051283334854,0.006487541124288614,0.006474098620728219
-13.333333333,0.0028639167499967654,0.0028634034817048883,0.002861579402268452,0.002858441947641354,0.0028539921737496875,0.0028482534183214177,0.0028631185577353397,0.002861007855862557,0.0028575893189866303,0.00285286150839188,0.002846839409791646
-12.753623188,0.0002420332074074237,0.0002421190789035422,0.0002420911959466226,0.00024194901676698595,0.00024169262566732804,0.00024132385542803659,0.00024183364186112436,0.0002415203866209485,0.00024109387834328754,0.0002405547592109236,0.00023990383865273238
-12.173913043,0.0012072098561753976,0.0012070614993501248,0.0012063737934084522,0.0012051456488739501,0.0012033775625171865,0.0012010778354726416,0.0012068171464120316,0.0012058848030995003,0.0012044158555404596,0.001202406188503723,0.0011998646511943763
-11.594202899,0.006118355144496496,0.006117074510640485,0.006113041613648916,0.00610625158634264,0.0060967069597239855,0.006084453903672485,0.006116877458022668,0.006112644343388339,0.006105668543604288,0.0060959351250099506,0.0060834844301541425
-11.014492754,0.012382650333160833,0.01237994968840248,0.012371668120593647,0.012357795373943397,0.012338336696867552,0.012313387530540065,0.012379758878658153,0.012371279384841812,0.012357236166475645,0.012337603043631682,0.012312458926471006
-10.434782609,0.015811541581837202,0.015808094843604296,0.01579751725560369,0.01577979479874621,0.015754934427504898,0.01572305924190303,0.015807843274088296,0.0157970046032798,0.01577905534837335,0.015753965065559924,0.015721832902525337
-9.8550724638,0.01355424674757537,0.013551364598363326,0.013542370370701117,0.013527250701181916,0.01350601187038759,0.013478760159873617,0.013551003871253714,0.013541640551760423,0.01352618100868666,0.01350460137118048,0.01347698601138289
-9.2753623188,0.00674994153011356,0.006748648589552133,0.006744316243656499,0.0067369362999345215,0.006726512100253599,0.0067130970490956714,0.006748187334666134,0.006743389627367024,0.006735559150210547,0.006724685630448496,0.006710811350619636
-8.6956521739,0.0007575620798478196,0.0007576402538447671,0.000757381915550925,0.0007567852184356698,0.000755850179867947,0.0007545831772666384,0.0007571457003857001,0.0007563928627063435,0.000755304069051037,0.0007538788175398123,0.000752122939329147
-8.115942029,0.0020816865837519115,0.0020814378019531725,0.002080243991617617,0.0020781057526877557,0.00207502209546854,0.002071009568184665,0.002080991174940015,0.0020793506477763974,0.002076771253754192,0.0020732469069365193,0.002068791916659776
-7.5362318841,0.013411252300814323,0.01340839663025426,0.013399461261182003,0.01338444203654499,0.013363340948248625,0.013336263504229947,0.013408025609683566,0.013398712584981824,0.013383345648743078,0.013361894571140022,0.013334442764919942
-6.9565217391,0.03010398046233872,0.030097339570463878,0.03007706071269854,0.03004312934497391,0.02999555348782857,0.02993457017537586,0.030096972878268628,0.03007631019276098,0.03004206085683332,0.029994162530755816,0.02993279963905923
-6.3768115942,0.041437854433893806,0.04142872099586691,0.04140082062483276,0.041354129329774905,0.04128866063514779,0.041204741160585506,0.041428203875995266,0.04139976134854393,0.041352618705254904,0.04128669429490332,0.04120224040793123
-5.7971014493,0.037464344290695305,0.03745626608141343,0.037431222630740765,0.03738918907013962,0.037330179711969884,0.03725449003461837,0.03745544090360979,0.03742954859875685,0.037386749815606364,0.03732697387342775,0.03725044805662987
-5.2173913043,0.018448403005862892,0.018444815432742984,0.01843287264008597,0.018412559736297192,0.018383885547240537,0.01834699539402296,0.01844362785479552,0.01843048535993139,0.0184090168605345,0.018379190072560204,0.018341116768458576
-4.6376811594,0.001025872728281799,0.001026356162092259,0.0010263707377607023,0.0010259142181372894,0.0010249873046746173,0.0010235974528135753,0.001024921726197914,0.001023502502730642,0.0010216181058437552,0.0010192689018429495,0.0010164617120467234
-4.0579710145,0.01557500095615397,0.015572180317444825,0.015562302454847729,0.015545362227632415,0.015521358230235293,0.015490412834024204,0.015570758043252444,0.015559454707846952,0.01554112047429798,0.015515725779286968,0.015483366270668967
-3.4782608696,0.09344530250641823,0.09342469012442883,0.09336176824499114,0.09325649224055917,0.09310887484408308,0.09291965476565595,0.09342355724386137,0.09335945953014525,0.09325319345453154,0.0931045809518935,0.09291418835868921
-2.8985507246,0.24880439398133322,0.24874836818211496,0.24857970574614044,0.24829827390658868,0.24790412196431683,0.24739921913785257,0.24874764994154677,0.2485781407216774,0.24829636117447945,0.24790184395957635,0.24739609178610145
-2.3188405797,0.4644629765194895,0.46435794867967994,0.4640426646924814,0.46351686205001225,0.4627806463947465,0.46183769568522814,0.46435749485054967,0.46404150547300677,0.4635159349610584,0.4627799217238543,0.46183626544120693
-1.7391304348,0.6908636517145592,0.690707398494547,0.6902384099564036,0.6894562808241766,0.6883611801900001,0.6869585799567482,0.6907067876510384,0.6902368043179485,0.6894550808964112,0.6883603498080039,0.6869567691537039
-1.1594202899,0.8616157026393289,0.8614211037327065,0.8608364816274555,0.8598613167031888,0.8584958299383657,0.8567468454346409,0.8614197964278959,0.8608333802258377,0.8598581735129115,0.8584926115065501,0.8567418730854058
-0.57971014493,0.9201025930323163,0.9198952955187193,0.9192715039709133,0.918230650879957,0.9167729802548589,0.9149057773043606,0.9198928763542529,0.9192661397936516,0.9182242180702617,0.916765457007771,0.9148953798497815
0.0,0.8447179161494357,0.8445282942754734,0.8439563033109647,0.8430014117129673,0.8416638495855314,0.8399503010410564,0.84452468631858,0.8439486005060673,0.8429913414054494,0.8416514065526779,0.8399338596309325
0.57971014493,0.6596570957235292,0.6595098353085321,0.6590639741389707,0.6583190889404819,0.6572753637747956,0.6559380124166588,0.6595053744369491,0.6590546697021687,0.6583062943952155,0.6572590894671252,0.6559170028667638
1.1594202899,0.42496808501404265,0.4248741144065608,0.4245877750773469,0.4241087883743763,0.42343727581304497,0.4225765893891545,0.4248694387272425,0.4245781760080439,0.4240951425248053,0.4234196029827753,0.4225540954585924
1.7391304348,0.21036967336938137,0.2103240941853384,0.2101832854464402,0.20994710505167535,0.20961561486116617,0.20919046764112711,0.21031989867255152,0.21017477158982042,0.20993471174436443,0.2095993633059775,0.2091699788129124
2.3188405797,0.06607982777821096,0.0660664637793083,0.0660231864834694,0.06594994835233461,0.0658467694086225,0.06571416366429111,0.06606323887750931,0.06601669861830911,0.06594034057207482,0.06583405796277324,0.06569824200007508
2.8985507246,0.005335439789145891,0.005335293430346137,0.005332735128067283,0.0053277589730633314,0.005320366040701632,0.005310595082886344,0.005333170791205017,0.005328488072490694,0.005321404035098574,0.0053119120968423555,0.0053000435980321
3.4782608696,0.006424089652593287,0.00642325351777592,0.0064195182638285145,0.006412878740002414,0.0064033351048880935,0.006390939501076564,0.006422022184137052,0.006417053965604146,0.00640919707244748,0.006398439041385951,0.006384820699950278
4.0579710145,0.030962429951705592,0.030955784626471014,0.03093513636932129,0.030900464119416975,0.030851774935004926,0.03078931675470071,0.03095505174463394,0.030933655385450412,0.030898297567625854,0.030848923273934584,0.03078572126645257
4.6376811594,0.04656993412532045,0.04655968425024227,0.046528366453861894,0.0464759487206479,0.04640244345324564,0.0463082201539561,0.04655908426731125,0.04652714289241141,0.0464741935218127,0.046400157469445355,0.04630531624296539
5.2173913043,0.041069560933229915,0.04106058423862017,0.041033025522402504,0.04098685581634804,0.04092208706377875,0.04083904166605374,0.041059926087583534,0.04103168938660724,0.04098492126748435,0.0409195563853837,0.04083584197862693
5.7971014493,0.022022527511668208,0.02201789151339027,0.022003289604201268,0.02197870559263642,0.021944146538415272,0.02189978183334845,0.022017180292481727,0.02200185831323762,0.02197659549148791,0.021941360666726785,0.021896286111454714
6.3768115942,0.0050077518547623125,0.0050069411808736424,0.005003861877740241,0.004998509780266798,0.004990886862310991,0.004981028795406099,0.005006289129880221,0.00500255753308842,0.004996561937653015,0.0049882981198723165,0.004977796321133215
6.9565217391,0.0002772062860192642,0.0002773912433053509,0.0002774476907171364,0.00027737501415649537,0.0002771732828488483,0.0002768445177313225,0.000276893354404777,0.0002764518100118631,0.0002758837197216212,0.0002751881684007979,0.00027436732901664804
7.5362318841,0.006649696703684081,0.00664836211914208,0.006644017183826402,0.0066366562932389074,0.006626281168483678,0.006612948602359968,0.0066480186856494585,0.006643323176208755,0.006635630912666604,0.006624925390217861,0.006611247043598406
